Site;Latitude;Longitude;Date; PM25; PM10; O3; NO2; SO2; 
Thailand;13.76251667;100.5502;2023/10/01;58;21;10;12; ; 
Thailand;13.76251667;100.5502;2023/10/02;33;24;12;11; ; 
Thailand;13.76251667;100.5502;2023/10/03;47;19;7;14; ; 
Thailand;13.76251667;100.5502;2023/10/04;66;31;14;18; ; 
Thailand;13.76251667;100.5502;2023/10/05;71;18;9;12; ; 
Thailand;13.76251667;100.5502;2023/10/06;43;24;9; ; ; 
Thailand;13.76251667;100.5502;2023/10/07;45;18;10;9; ; 
Thailand;13.76251667;100.5502;2023/10/08;55;31;17;15; ; 
Thailand;13.76251667;100.5502;2023/10/09;72;35;12;21; ; 
Thailand;13.76251667;100.5502;2023/10/10;61;25;9;18; ; 
Thailand;13.76251667;100.5502;2023/10/11;43;32;17;21; ; 
Thailand;13.76251667;100.5502;2023/10/12;61;37;18;22; ; 
Thailand;13.76251667;100.5502;2023/10/13;86;33;25;22; ; 
Thailand;13.76251667;100.5502;2023/10/14;68;29;22;20; ; 
Thailand;13.76251667;100.5502;2023/10/15;76;31;22;24; ; 
Thailand;13.76251667;100.5502;2023/10/16;87;46;25;25; ; 
Thailand;13.76251667;100.5502;2023/10/17;111;54;28;27; ; 
Thailand;13.76251667;100.5502;2023/10/18;124;36;14;27; ; 
Thailand;13.76251667;100.5502;2023/10/19;94;56;23;29; ; 
Thailand;13.76251667;100.5502;2023/10/20;117;44;14;22; ; 
Thailand;13.76251667;100.5502;2023/10/21;87;28;16;17; ; 
Thailand;13.76251667;100.5502;2023/10/22;68;35;26;22; ; 
Thailand;13.76251667;100.5502;2023/10/23;93;46;21;27;1; 
Thailand;13.76251667;100.5502;2023/10/24;105;33;20;25; ; 
Thailand;13.76251667;100.5502;2023/10/25;89;27;19;19; ; 
Thailand;13.76251667;100.5502;2023/10/26;78;21;12;17; ; 
Thailand;13.76251667;100.5502;2023/10/27;69;34;10;15; ; 
Thailand;13.76251667;100.5502;2023/10/28;77;36;17;17;2; 
Thailand;13.76251667;100.5502;2023/10/29;83;31;14;17;1; 
Thailand;13.76251667;100.5502;2023/10/30;69;25;14;16;1; 
Thailand;13.76251667;100.5502;2023/10/31;58;35;21;24;1; 
Thailand;13.76251667;100.5502;2023/11/01;72;32;20;17;2; 
Thailand;13.76251667;100.5502;2023/11/02;84;42;27;22;3; 
Thailand;13.76251667;100.5502;2023/11/03;97;48;16;28;2; 
Thailand;13.76251667;100.5502;2023/11/04;117;36;16;15;1; 
Thailand;13.76251667;100.5502;2023/11/05;88;36;15;20;1; 
Thailand;13.76251667;100.5502;2023/11/06;87;27;16;22; ; 
Thailand;13.76251667;100.5502;2023/11/07;64;32;22;21;1; 
Thailand;13.76251667;100.5502;2023/11/08;76;34;11;21; ; 
Thailand;13.76251667;100.5502;2023/11/09;79;46;13;15;1; 
Thailand;13.76251667;100.5502;2023/11/10;89;33;12;10;2; 
Thailand;13.76251667;100.5502;2023/11/11;77;29;11;15;1; 
Thailand;13.76251667;100.5502;2023/11/12;70;32;12;19;1; 
Thailand;13.76251667;100.5502;2023/11/13;71;26;16;15; ; 
Thailand;13.76251667;100.5502;2023/11/14;59;25;17;16; ; 
Thailand;13.76251667;100.5502;2023/11/15;60;26;15;14; ; 
Thailand;13.76251667;100.5502;2023/11/16;56;25;19;18; ; 
Thailand;13.76251667;100.5502;2023/11/17;53;46;23;14; ; 
Thailand;13.76251667;100.5502;2023/11/18;84;50;27;6; ; 
Thailand;13.76251667;100.5502;2023/11/19;102;50;27;5; ; 
Thailand;13.76251667;100.5502;2023/11/20;104;53;31;7; ; 
Thailand;13.76251667;100.5502;2023/11/21;103;54;29;15; ; 
Thailand;13.76251667;100.5502;2023/11/22;119;54;21;23; ; 
Thailand;13.76251667;100.5502;2023/11/23;111;55;5;19; ; 
Thailand;13.76251667;100.5502;2023/11/24;110;42;25;4; ; 
Thailand;13.76251667;100.5502;2023/11/25;84;49;26;13; ; 
Thailand;13.76251667;100.5502;2023/11/26;100;30;18;9; ; 
Thailand;13.76251667;100.5502;2023/11/27;74;51;26;2; ; 
Thailand;13.76251667;100.5502;2023/11/28;105;62;23;1; ; 
Thailand;13.76251667;100.5502;2023/11/29;133;57;19;1; ; 
Thailand;13.76251667;100.5502;2023/11/30;119;42;18;4; ; 
Thailand;13.76251667;100.5502;2023/12/01;84;39;15;1; ; 
Thailand;13.76251667;100.5502;2023/12/02;69;34;20; ; ; 
Thailand;13.76251667;100.5502;2023/12/03;72;30;18;6; ; 
Thailand;13.76251667;100.5502;2023/12/04;73;41;22; ; ; 
Thailand;13.76251667;100.5502;2023/12/05;100;40;24;17; ; 
Thailand;13.76251667;100.5502;2023/12/06;90;34;17;17; ; 
Thailand;13.76251667;100.5502;2023/12/07;58;41;23;26; ; 
Thailand;13.76251667;100.5502;2023/12/08;64;49;35;30; ; 
Thailand;13.76251667;100.5502;2023/12/09;110;59;34;13; ; 
Thailand;13.76251667;100.5502;2023/12/10;145;46;28;1; ; 
Thailand;13.76251667;100.5502;2023/12/11;111;56;23;1; ; 
Thailand;13.76251667;100.5502;2023/12/12;131;45;16;1; ; 
Thailand;13.76251667;100.5502;2023/12/13;111;45;16;1; ; 
Thailand;13.76251667;100.5502;2023/12/14;80;53;20;1; ; 
Thailand;13.76251667;100.5502;2023/12/15;111;58;21;1; ; 
Thailand;13.76251667;100.5502;2023/12/16;116;47;16;1; ; 
Thailand;13.76251667;100.5502;2023/12/17;101;37;21;1; ; 
Thailand;13.76251667;100.5502;2023/12/18;74;48;20;1; ; 
Thailand;13.76251667;100.5502;2023/12/19;96;47;25;1; ; 
Thailand;13.76251667;100.5502;2023/12/20;91;36;23; ; ; 
Thailand;13.76251667;100.5502;2023/12/21;67;45;24;1; ; 
Thailand;13.76251667;100.5502;2023/12/22;76;54;24;1; ; 
Thailand;13.76251667;100.5502;2023/12/23;96;54;20;1; ; 
Thailand;13.76251667;100.5502;2023/12/24;105;55;24;1; ; 
Thailand;13.76251667;100.5502;2023/12/25;115;60;25;2; ; 
Thailand;13.76251667;100.5502;2023/12/26;131;56;27;1; ; 
Thailand;13.76251667;100.5502;2023/12/27;125;53;26;1; ; 
Thailand;13.76251667;100.5502;2023/12/28;121;49;24;1; ; 
Thailand;13.76251667;100.5502;2023/12/29;117;50;30;1; ; 
Thailand;13.76251667;100.5502;2023/12/30;124;44;25;1; ; 
Thailand;13.76251667;100.5502;2023/12/31;118;41;19;1; ; 
Thailand;13.76251667;100.5502;2023/07/01;45;14;13;5; ; 
Thailand;13.76251667;100.5502;2023/07/02;26;20;16;10; ; 
Thailand;13.76251667;100.5502;2023/07/03;45;29;8;9; ; 
Thailand;13.76251667;100.5502;2023/07/04;62;33;13;16; ; 
Thailand;13.76251667;100.5502;2023/07/05;69;36;22;13; ; 
Thailand;13.76251667;100.5502;2023/07/06;63;22;20;11; ; 
Thailand;13.76251667;100.5502;2023/07/07;57;26;18;8; ; 
Thailand;13.76251667;100.5502;2023/07/08;53;28;9;11; ; 
Thailand;13.76251667;100.5502;2023/07/09;65;21;10;9; ; 
Thailand;13.76251667;100.5502;2023/07/10;52;21;13;11; ; 
Thailand;13.76251667;100.5502;2023/07/11;48;23;14;14; ; 
Thailand;13.76251667;100.5502;2023/07/12;59;25;15;11; ; 
Thailand;13.76251667;100.5502;2023/07/13;55;25;11;9; ; 
Thailand;13.76251667;100.5502;2023/07/14;54;34;11;9; ; 
Thailand;13.76251667;100.5502;2023/07/15;65;26;11;7; ; 
Thailand;13.76251667;100.5502;2023/07/16;63;13;13;7; ; 
Thailand;13.76251667;100.5502;2023/07/17;34;17;12;8; ; 
Thailand;13.76251667;100.5502;2023/07/18;44;22;11;7; ; 
Thailand;13.76251667;100.5502;2023/07/19;56;33;13;11; ; 
Thailand;13.76251667;100.5502;2023/07/20;73;25;14;10; ; 
Thailand;13.76251667;100.5502;2023/07/21;67;22;16;12; ; 
Thailand;13.76251667;100.5502;2023/07/22;60;18;13;11; ; 
Thailand;13.76251667;100.5502;2023/07/23;51;26;15;8; ; 
Thailand;13.76251667;100.5502;2023/07/24;56;29;13;10; ; 
Thailand;13.76251667;100.5502;2023/07/25;55;30;13;9; ; 
Thailand;13.76251667;100.5502;2023/07/26;58;32;10;6; ; 
Thailand;13.76251667;100.5502;2023/07/27;53;35;9;7; ; 
Thailand;13.76251667;100.5502;2023/07/28;60;26;11;7; ; 
Thailand;13.76251667;100.5502;2023/07/29;55;20;9;6; ; 
Thailand;13.76251667;100.5502;2023/07/30;58;22;8;3; ; 
Thailand;13.76251667;100.5502;2023/07/31;54;30;9;5; ; 
Thailand;13.76251667;100.5502;2023/08/01;60;34;7;4; ; 
Thailand;13.76251667;100.5502;2023/08/02;67;30;10; ; ; 
Thailand;13.76251667;100.5502;2023/08/03;72;42;14;8; ; 
Thailand;13.76251667;100.5502;2023/08/04;78;29;12;7; ; 
Thailand;13.76251667;100.5502;2023/08/05;63;28;9;6; ; 
Thailand;13.76251667;100.5502;2023/08/06;62;31;9;8; ; 
Thailand;13.76251667;100.5502;2023/08/07;60;29;8;7; ; 
Thailand;13.76251667;100.5502;2023/08/08;61;28;11;6; ; 
Thailand;13.76251667;100.5502;2023/08/09;64;31;17;6; ; 
Thailand;13.76251667;100.5502;2023/08/10;70;35;16;8; ; 
Thailand;13.76251667;100.5502;2023/08/11;60;44;11;9; ; 
Thailand;13.76251667;100.5502;2023/08/12;73;42;15;7; ; 
Thailand;13.76251667;100.5502;2023/08/13;66;43;13;8; ; 
Thailand;13.76251667;100.5502;2023/08/14;67;34;13;9; ; 
Thailand;13.76251667;100.5502;2023/08/15;68;27;15;10; ; 
Thailand;13.76251667;100.5502;2023/08/16;63;27;16;11; ; 
Thailand;13.76251667;100.5502;2023/08/17;61;30;13;11; ; 
Thailand;13.76251667;100.5502;2023/08/18;63;36;16;11; ; 
Thailand;13.76251667;100.5502;2023/08/19;67;31;15;10; ; 
Thailand;13.76251667;100.5502;2023/08/20;68;25;12;12; ; 
Thailand;13.76251667;100.5502;2023/08/21;55;30;19;11; ; 
Thailand;13.76251667;100.5502;2023/08/22;61;28;13;11; ; 
Thailand;13.76251667;100.5502;2023/08/23;63;26;10;8; ; 
Thailand;13.76251667;100.5502;2023/08/24;66;24;14;10; ; 
Thailand;13.76251667;100.5502;2023/08/25;62;27;10;9; ; 
Thailand;13.76251667;100.5502;2023/08/26;66;26;11;9; ; 
Thailand;13.76251667;100.5502;2023/08/27;54;32;13;6; ; 
Thailand;13.76251667;100.5502;2023/08/28;54;28;15;7; ; 
Thailand;13.76251667;100.5502;2023/08/29;53;22;14;10; ; 
Thailand;13.76251667;100.5502;2023/08/30;55;36;15;12; ; 
Thailand;13.76251667;100.5502;2023/08/31;70;29;11;11; ; 
Thailand;13.76251667;100.5502;2023/09/01;66;36;14;11; ; 
Thailand;13.76251667;100.5502;2023/09/02;73;28;17;8; ; 
Thailand;13.76251667;100.5502;2023/09/03;64;20;16;10; ; 
Thailand;13.76251667;100.5502;2023/09/04;52;19;11;8; ; 
Thailand;13.76251667;100.5502;2023/09/05;41;22;12;12; ; 
Thailand;13.76251667;100.5502;2023/09/06;52;31;11;6; ; 
Thailand;13.76251667;100.5502;2023/09/07;64;26;12;2; ; 
Thailand;13.76251667;100.5502;2023/09/08;51;19;15;2; ; 
Thailand;13.76251667;100.5502;2023/09/09;54;15;9;2; ; 
Thailand;13.76251667;100.5502;2023/09/10;43;17;8;3; ; 
Thailand;13.76251667;100.5502;2023/09/11;33;15;8; ; ; 
Thailand;13.76251667;100.5502;2023/09/12;33;12;9; ; ; 
Thailand;13.76251667;100.5502;2023/09/13;40;12;8;1; ; 
Thailand;13.76251667;100.5502;2023/09/14;23;10;11;1; ; 
Thailand;13.76251667;100.5502;2023/09/15;27;9;10;1; ; 
Thailand;13.76251667;100.5502;2023/09/16;20;11;14; ; ; 
Thailand;13.76251667;100.5502;2023/09/17;28;13;12;6; ; 
Thailand;13.76251667;100.5502;2023/09/18;43;33;20;20; ; 
Thailand;13.76251667;100.5502;2023/09/19;72;24;16;18; ; 
Thailand;13.76251667;100.5502;2023/09/20;70;27;18;16; ; 
Thailand;13.76251667;100.5502;2023/09/21;54;28;27;20; ; 
Thailand;13.76251667;100.5502;2023/09/22;68;30;19;24; ; 
Thailand;13.76251667;100.5502;2023/09/23;74;28;18;22; ; 
Thailand;13.76251667;100.5502;2023/09/24;79;32;14;24; ; 
Thailand;13.76251667;100.5502;2023/09/25;62;22;17;17; ; 
Thailand;13.76251667;100.5502;2023/09/26;47;21;8;10; ; 
Thailand;13.76251667;100.5502;2023/09/27;36;15;6;9; ; 
Thailand;13.76251667;100.5502;2023/09/28;72;23;8;8; ; 
Thailand;13.76251667;100.5502;2023/09/29;43;20;12;12; ; 
Thailand;13.76251667;100.5502;2023/09/30;59;24;13;10; ; 
Thailand;13.76251667;100.5502;2023/04/01;76;42;82;2; ; 
Thailand;13.76251667;100.5502;2023/04/02;90;72;31;6; ; 
Thailand;13.76251667;100.5502;2023/04/03;112;60;43;4; ; 
Thailand;13.76251667;100.5502;2023/04/04;130;75;36;3; ; 
Thailand;13.76251667;100.5502;2023/04/05;139;60;32;2; ; 
Thailand;13.76251667;100.5502;2023/04/06;133;55;14;5; ; 
Thailand;13.76251667;100.5502;2023/04/07;95;41;18;4; ; 
Thailand;13.76251667;100.5502;2023/04/08;76;44;67; ; ; 
Thailand;13.76251667;100.5502;2023/04/09;79;37;19;2; ; 
Thailand;13.76251667;100.5502;2023/04/10;70;40;24;4; ; 
Thailand;13.76251667;100.5502;2023/04/11;99;50;18;6;1; 
Thailand;13.76251667;100.5502;2023/04/12;107;55;23;3;2; 
Thailand;13.76251667;100.5502;2023/04/13;129;66;23;3;3; 
Thailand;13.76251667;100.5502;2023/04/14;146;74;22;3;2; 
Thailand;13.76251667;100.5502;2023/04/15;155;71;17;2;1; 
Thailand;13.76251667;100.5502;2023/04/16;154;67;21;2;2; 
Thailand;13.76251667;100.5502;2023/04/17;152;64;18;3;1; 
Thailand;13.76251667;100.5502;2023/04/18;147;68;29;5;1; 
Thailand;13.76251667;100.5502;2023/04/19;151;68;28;13;1; 
Thailand;13.76251667;100.5502;2023/04/20;147;73;21;12;2; 
Thailand;13.76251667;100.5502;2023/04/21;142;74;19;11;2; 
Thailand;13.76251667;100.5502;2023/04/22;149;64;9;6; ; 
Thailand;13.76251667;100.5502;2023/04/23;118;46;10;15;1; 
Thailand;13.76251667;100.5502;2023/04/24;125;44;15;14; ; 
Thailand;13.76251667;100.5502;2023/04/25;89;39;10;21; ; 
Thailand;13.76251667;100.5502;2023/04/26;79;53;41;17;1; 
Thailand;13.76251667;100.5502;2023/04/27;118;43;25;13; ; 
Thailand;13.76251667;100.5502;2023/04/28;90;49;16;6; ; 
Thailand;13.76251667;100.5502;2023/04/29;93;33;14;15; ; 
Thailand;13.76251667;100.5502;2023/04/30;74;35;32;17; ; 
Thailand;13.76251667;100.5502;2023/05/01;83;36;18;10; ; 
Thailand;13.76251667;100.5502;2023/05/02;88;40;21;10; ; 
Thailand;13.76251667;100.5502;2023/05/03;73;37;18;7; ; 
Thailand;13.76251667;100.5502;2023/05/04;69;49;31;9; ; 
Thailand;13.76251667;100.5502;2023/05/05;100;44;30;12; ; 
Thailand;13.76251667;100.5502;2023/05/06;86;39;24;9; ; 
Thailand;13.76251667;100.5502;2023/05/07;86;37;15;11; ; 
Thailand;13.76251667;100.5502;2023/05/08;77;35;26;14; ; 
Thailand;13.76251667;100.5502;2023/05/09;78;28;27;20; ; 
Thailand;13.76251667;100.5502;2023/05/10;72;32;14;21; ; 
Thailand;13.76251667;100.5502;2023/05/11;76;27;14;10; ; 
Thailand;13.76251667;100.5502;2023/05/12;62;26;18;11; ; 
Thailand;13.76251667;100.5502;2023/05/13;63;25;15;6; ; 
Thailand;13.76251667;100.5502;2023/05/14;51;40;15;6; ; 
Thailand;13.76251667;100.5502;2023/05/15;83;48;29;15; ; 
Thailand;13.76251667;100.5502;2023/05/16;108;49;25;14; ; 
Thailand;13.76251667;100.5502;2023/05/17;96;55;20;8; ; 
Thailand;13.76251667;100.5502;2023/05/18;95;51;23;12; ; 
Thailand;13.76251667;100.5502;2023/05/19;87;51;25;11;1; 
Thailand;13.76251667;100.5502;2023/05/20;94;51;23;8;14; 
Thailand;13.76251667;100.5502;2023/05/21;96;45;28;7;17; 
Thailand;13.76251667;100.5502;2023/05/22;88;48;18;3;6; 
Thailand;13.76251667;100.5502;2023/05/23;91;44;19;9;13; 
Thailand;13.76251667;100.5502;2023/05/24;85;46;17;5;23; 
Thailand;13.76251667;100.5502;2023/05/25;84;51;19;8;20; 
Thailand;13.76251667;100.5502;2023/05/26;94;46;19;8;32; 
Thailand;13.76251667;100.5502;2023/05/27;87;35;21;11;30; 
Thailand;13.76251667;100.5502;2023/05/28;77;27;16;13;14; 
Thailand;13.76251667;100.5502;2023/05/29;68;28;27;12; ; 
Thailand;13.76251667;100.5502;2023/05/30;72;29;20;7;3; 
Thailand;13.76251667;100.5502;2023/05/31;76;37;23;8;4; 
Thailand;13.76251667;100.5502;2023/06/01;81;36;24;10;13; 
Thailand;13.76251667;100.5502;2023/06/02;82;39;18;5; ; 
Thailand;13.76251667;100.5502;2023/06/03;75;27;19;4; ; 
Thailand;13.76251667;100.5502;2023/06/04;54;26;19;6; ; 
Thailand;13.76251667;100.5502;2023/06/05;50;33;17;9; ; 
Thailand;13.76251667;100.5502;2023/06/06;78;31;19;6; ; 
Thailand;13.76251667;100.5502;2023/06/07;67;28;16;7; ; 
Thailand;13.76251667;100.5502;2023/06/08;59;25;15;6; ; 
Thailand;13.76251667;100.5502;2023/06/09;52;32;16;8; ; 
Thailand;13.76251667;100.5502;2023/06/10;52;26;18;6; ; 
Thailand;13.76251667;100.5502;2023/06/11;51;19;22;7; ; 
Thailand;13.76251667;100.5502;2023/06/12;54;23;15;6; ; 
Thailand;13.76251667;100.5502;2023/06/13;52;23;11;7; ; 
Thailand;13.76251667;100.5502;2023/06/14;58;23;18;7; ; 
Thailand;13.76251667;100.5502;2023/06/15;46;23;14;7; ; 
Thailand;13.76251667;100.5502;2023/06/16;49;22;14;6; ; 
Thailand;13.76251667;100.5502;2023/06/17;47;19;12;8; ; 
Thailand;13.76251667;100.5502;2023/06/18;41;17;17;10; ; 
Thailand;13.76251667;100.5502;2023/06/19;37;24;19;7; ; 
Thailand;13.76251667;100.5502;2023/06/20;67;26;17;10; ; 
Thailand;13.76251667;100.5502;2023/06/21;59;28;14;13; ; 
Thailand;13.76251667;100.5502;2023/06/22;70;33;13;13; ; 
Thailand;13.76251667;100.5502;2023/06/23;70;21;11;10; ; 
Thailand;13.76251667;100.5502;2023/06/24;59;16;13;9; ; 
Thailand;13.76251667;100.5502;2023/06/25;52;17;12;6;1; 
Thailand;13.76251667;100.5502;2023/06/26;50;16;17;9; ; 
Thailand;13.76251667;100.5502;2023/06/27;57;23;17;3; ; 
Thailand;13.76251667;100.5502;2023/06/28;60;27;20;4; ; 
Thailand;13.76251667;100.5502;2023/06/29;64;21;13;7; ; 
Thailand;13.76251667;100.5502;2023/06/30;55;20;19;10; ; 
Thailand;13.76251667;100.5502;2023/01/02;103;40;24;4; ; 
Thailand;13.76251667;100.5502;2023/01/03;98;99;24;3; ; 
Thailand;13.76251667;100.5502;2023/01/04;78;83;23;13; ; 
Thailand;13.76251667;100.5502;2023/01/05;82;200;19;11; ; 
Thailand;13.76251667;100.5502;2023/01/06;63;212;20;10; ; 
Thailand;13.76251667;100.5502;2023/01/07;69;174;18;15; ; 
Thailand;13.76251667;100.5502;2023/01/08;86;267;32;16; ; 
Thailand;13.76251667;100.5502;2023/01/09;107;270;17;11;29; 
Thailand;13.76251667;100.5502;2023/01/10;97;60;10;9; ; 
Thailand;13.76251667;100.5502;2023/01/11;64;29;22;11; ; 
Thailand;13.76251667;100.5502;2023/01/12;75;33;24;10; ; 
Thailand;13.76251667;100.5502;2023/01/13;71;29;28;9; ; 
Thailand;13.76251667;100.5502;2023/01/14;67;32;39;11; ; 
Thailand;13.76251667;100.5502;2023/01/15;74;35;31;15; ; 
Thailand;13.76251667;100.5502;2023/01/16;81;40;27;23; ; 
Thailand;13.76251667;100.5502;2023/01/17;90;79;22;20; ; 
Thailand;13.76251667;100.5502;2023/01/18;78;39;26;15; ; 
Thailand;13.76251667;100.5502;2023/01/19;78;76;28;15; ; 
Thailand;13.76251667;100.5502;2023/01/20;82;148;80;21; ; 
Thailand;13.76251667;100.5502;2023/01/21;74;58;32;22; ; 
Thailand;13.76251667;100.5502;2023/01/22;81;64;39;25; ; 
Thailand;13.76251667;100.5502;2023/01/23;124;55;22;26; ; 
Thailand;13.76251667;100.5502;2023/01/24;113;54;25;10; ; 
Thailand;13.76251667;100.5502;2023/01/25;74;70;42;18; ; 
Thailand;13.76251667;100.5502;2023/01/26;117;61;21;22; ; 
Thailand;13.76251667;100.5502;2023/01/27;121;388;16;13; ; 
Thailand;13.76251667;100.5502;2023/01/28;79;528;18;10; ; 
Thailand;13.76251667;100.5502;2023/01/29;96;480;21;24; ; 
Thailand;13.76251667;100.5502;2023/01/30;116;378;63;15; ; 
Thailand;13.76251667;100.5502;2023/01/31;167;312;55;35; ; 
Thailand;13.76251667;100.5502;2023/02/01;182;91;58;32; ; 
Thailand;13.76251667;100.5502;2023/02/02;174;46;23;15; ; 
Thailand;13.76251667;100.5502;2023/02/03;121;34;22;10; ; 
Thailand;13.76251667;100.5502;2023/02/04;87;31;18;11; ; 
Thailand;13.76251667;100.5502;2023/02/05;77;26;13;10; ; 
Thailand;13.76251667;100.5502;2023/02/06;74;30;9;11; ; 
Thailand;13.76251667;100.5502;2023/02/07;67;27;11;10; ; 
Thailand;13.76251667;100.5502;2023/02/08;67;29;9;8; ; 
Thailand;13.76251667;100.5502;2023/02/09;75;34;7;8; ; 
Thailand;13.76251667;100.5502;2023/02/10;73;48;8;9; ; 
Thailand;13.76251667;100.5502;2023/02/11;109;26;9;8; ; 
Thailand;13.76251667;100.5502;2023/02/12;90;24;8;10; ; 
Thailand;13.76251667;100.5502;2023/02/13;73;33;16;11; ; 
Thailand;13.76251667;100.5502;2023/02/14;79;29;5;14; ; 
Thailand;13.76251667;100.5502;2023/02/15;103;40;16;13; ; 
Thailand;13.76251667;100.5502;2023/02/16;86;56;23;19; ; 
Thailand;13.76251667;100.5502;2023/02/17;115;65;23;16; ; 
Thailand;13.76251667;100.5502;2023/02/18;126;63;45;22; ; 
Thailand;13.76251667;100.5502;2023/02/19;139;52;21;16; ; 
Thailand;13.76251667;100.5502;2023/02/20;108;44;28;21; ; 
Thailand;13.76251667;100.5502;2023/02/21;113;50;31;20; ; 
Thailand;13.76251667;100.5502;2023/02/22;129;66;37;24; ; 
Thailand;13.76251667;100.5502;2023/02/23;146;58;33;39; ; 
Thailand;13.76251667;100.5502;2023/02/24;153;76;19;21; ; 
Thailand;13.76251667;100.5502;2023/02/25;135;57;32;13; ; 
Thailand;13.76251667;100.5502;2023/02/26;95;63;24;14; ; 
Thailand;13.76251667;100.5502;2023/02/27;116;77;36;25; ; 
Thailand;13.76251667;100.5502;2023/02/28;149;76;33;23; ; 
Thailand;13.76251667;100.5502;2023/03/01;156;79;32;13; ; 
Thailand;13.76251667;100.5502;2023/03/02;145;68;31;5; ; 
Thailand;13.76251667;100.5502;2023/03/03;120;77;28;11; ; 
Thailand;13.76251667;100.5502;2023/03/04;160;71;31;12; ; 
Thailand;13.76251667;100.5502;2023/03/05;158;73;31;12; ; 
Thailand;13.76251667;100.5502;2023/03/06;163;88;37;18; ; 
Thailand;13.76251667;100.5502;2023/03/07;178;86;41;14; ; 
Thailand;13.76251667;100.5502;2023/03/08;179;77;31;10; ; 
Thailand;13.76251667;100.5502;2023/03/09;138;74;33;12; ; 
Thailand;13.76251667;100.5502;2023/03/10;136;63;24;10; ; 
Thailand;13.76251667;100.5502;2023/03/11;125;64;20;3; ; 
Thailand;13.76251667;100.5502;2023/03/12;112;66;12;6; ; 
Thailand;13.76251667;100.5502;2023/03/13;133;68;20;6; ; 
Thailand;13.76251667;100.5502;2023/03/14;132;73;14;5; ; 
Thailand;13.76251667;100.5502;2023/03/15;149;67;13;1; ; 
Thailand;13.76251667;100.5502;2023/03/16;118;59;23;2; ; 
Thailand;13.76251667;100.5502;2023/03/17;112;51;23;5; ; 
Thailand;13.76251667;100.5502;2023/03/18;110;44;18;2; ; 
Thailand;13.76251667;100.5502;2023/03/19;82;42;18;3; ; 
Thailand;13.76251667;100.5502;2023/03/20;78;44;15;3; ; 
Thailand;13.76251667;100.5502;2023/03/21;89;44;16;3; ; 
Thailand;13.76251667;100.5502;2023/03/22;90;37;13;2; ; 
Thailand;13.76251667;100.5502;2023/03/23;76;41;24;2; ; 
Thailand;13.76251667;100.5502;2023/03/24;78;35;18;1; ; 
Thailand;13.76251667;100.5502;2023/03/25;78;35;16;2; ; 
Thailand;13.76251667;100.5502;2023/03/26;76;30;16;3; ; 
Thailand;13.76251667;100.5502;2023/03/27;70;30;15;3; ; 
Thailand;13.76251667;100.5502;2023/03/28;71;26;13;2; ; 
Thailand;13.76251667;100.5502;2023/03/29;65;28;14;3; ; 
Thailand;13.76251667;100.5502;2023/03/30;69;34;17;3; ; 
Thailand;13.76251667;100.5502;2023/03/31;71;40;20;3; ; 
Thailand;13.76251667;100.5502;2022/10/01;27;20;15;6; ; 
Thailand;13.76251667;100.5502;2022/10/02;54;20;5;4; ; 
Thailand;13.76251667;100.5502;2022/10/03;52;22;7;6; ; 
Thailand;13.76251667;100.5502;2022/10/04;62;31;3;6; ; 
Thailand;13.76251667;100.5502;2022/10/05;65;33;9;4; ; 
Thailand;13.76251667;100.5502;2022/10/06;79;27;7;5; ; 
Thailand;13.76251667;100.5502;2022/10/07;61;29;7;5; ; 
Thailand;13.76251667;100.5502;2022/10/08;57;23;9;3; ; 
Thailand;13.76251667;100.5502;2022/10/09;57;20;6;2; ; 
Thailand;13.76251667;100.5502;2022/10/10;47;23;12;8; ; 
Thailand;13.76251667;100.5502;2022/10/11;57;40;10;6; ; 
Thailand;13.76251667;100.5502;2022/10/12;83;45;14;6; ; 
Thailand;13.76251667;100.5502;2022/10/13;79;52;15;6;12; 
Thailand;13.76251667;100.5502;2022/10/14;96;47;9;6; ; 
Thailand;13.76251667;100.5502;2022/10/15;102;36;13;7; ; 
Thailand;13.76251667;100.5502;2022/10/16;85;50;23;11; ; 
Thailand;13.76251667;100.5502;2022/10/17;102;48;25;13; ; 
Thailand;13.76251667;100.5502;2022/10/18;123;53;28;12; ; 
Thailand;13.76251667;100.5502;2022/10/19;124;50;24;4; ; 
Thailand;13.76251667;100.5502;2022/10/20;115;36;15;6; ; 
Thailand;13.76251667;100.5502;2022/10/21;86;36;83;4; ; 
Thailand;13.76251667;100.5502;2022/10/22;93;40;25;6; ; 
Thailand;13.76251667;100.5502;2022/10/23;78;56;27;2; ; 
Thailand;13.76251667;100.5502;2022/10/24;124;61;33;6; ; 
Thailand;13.76251667;100.5502;2022/10/25;125;53;22;5; ; 
Thailand;13.76251667;100.5502;2022/10/26;94;32;6;4;1; 
Thailand;13.76251667;100.5502;2022/10/27;57;38;7;3;1; 
Thailand;13.76251667;100.5502;2022/10/28;65;37;12;2;2; 
Thailand;13.76251667;100.5502;2022/10/29;66;44;25;4;1; 
Thailand;13.76251667;100.5502;2022/10/30;72;51;28;4;1; 
Thailand;13.76251667;100.5502;2022/10/31;87;49;18;5;2; 
Thailand;13.76251667;100.5502;2022/11/01;90;38;25;8;2; 
Thailand;13.76251667;100.5502;2022/11/02;76;34;26;6;1; 
Thailand;13.76251667;100.5502;2022/11/03;88;38;22;10;1; 
